accuracy,balanced_accuracy,MCC,AUC,AP,TN,FP,FN,TP,Sensitivity,Specificity,Precision,Recall,F1 Score,Youden Index
0.7714687164228449,0.7505369194904841,0.4429537231680131,0.8263666354971156,0.5439005566667905,7452,2009,756,1882,0.7134192570128886,0.7876545819680795,0.48368028784374195,0.7134192570128886,0.5765048246285801,0.5010738389809681
